full name,star number,,git url
openharmony/js_sys_module,5,,https://gitee.com/openharmony/js_sys_module.git
openharmony/kernel_linux_build,5,,https://gitee.com/openharmony/kernel_linux_build.git
openharmony/security_dataclassification,5,,https://gitee.com/openharmony/security_dataclassification.git
openharmony/third_party_boost,5,,https://gitee.com/openharmony/third_party_boost.git
openharmony/third_party_chromium,5,,https://gitee.com/openharmony/third_party_chromium.git
openharmony/third_party_e2fsprogs,5,,https://gitee.com/openharmony/third_party_e2fsprogs.git
openharmony/third_party_eudev,5,,https://gitee.com/openharmony/third_party_eudev.git
openharmony/third_party_expat,5,,https://gitee.com/openharmony/third_party_expat.git
openharmony/third_party_glib,5,,https://gitee.com/openharmony/third_party_glib.git
openharmony/third_party_jsoncpp,5,,https://gitee.com/openharmony/third_party_jsoncpp.git
openharmony/third_party_libphonenumber,5,,https://gitee.com/openharmony/third_party_libphonenumber.git
openharmony/third_party_libuv,5,,https://gitee.com/openharmony/third_party_libuv.git
openharmony/third_party_libxml2,5,,https://gitee.com/openharmony/third_party_libxml2.git
openharmony/third_party_llvm-project,5,,https://gitee.com/openharmony/third_party_llvm-project.git
openharmony/third_party_markupsafe,5,,https://gitee.com/openharmony/third_party_markupsafe.git
openharmony/third_party_mesa3d,5,,https://gitee.com/openharmony/third_party_mesa3d.git
openharmony/third_party_mingw-w64,5,,https://gitee.com/openharmony/third_party_mingw-w64.git
openharmony/third_party_ninja,5,,https://gitee.com/openharmony/third_party_ninja.git
openharmony/third_party_pixman,5,,https://gitee.com/openharmony/third_party_pixman.git
openharmony/third_party_wayland_standard,5,,https://gitee.com/openharmony/third_party_wayland_standard.git
openharmony/useriam_pin_auth,5,,https://gitee.com/openharmony/useriam_pin_auth.git
openharmony/utils_selinux_policy_standard,5,,https://gitee.com/openharmony/utils_selinux_policy_standard.git
openharmony/commonlibrary_ets_utils,4,,https://gitee.com/openharmony/commonlibrary_ets_utils.git
openharmony/device_board_seed,4,,https://gitee.com/openharmony/device_board_seed.git
openharmony/device_soc_st,4,,https://gitee.com/openharmony/device_soc_st.git
openharmony/device_soc_telink,4,,https://gitee.com/openharmony/device_soc_telink.git
openharmony/deviceprofile_device_info_manager,4,,https://gitee.com/openharmony/deviceprofile_device_info_manager.git
openharmony/filemanagement_file_api,4,,https://gitee.com/openharmony/filemanagement_file_api.git
openharmony/hiviewdfx_hitrace,4,,https://gitee.com/openharmony/hiviewdfx_hitrace.git
openharmony/js_util_module,4,,https://gitee.com/openharmony/js_util_module.git
openharmony/kernel_linux_4.19,4,,https://gitee.com/openharmony/kernel_linux_4.19.git
openharmony/sensors_sensor,4,,https://gitee.com/openharmony/sensors_sensor.git
openharmony/third_party_abseil-cpp,4,,https://gitee.com/openharmony/third_party_abseil-cpp.git
openharmony/third_party_boringssl,4,,https://gitee.com/openharmony/third_party_boringssl.git
openharmony/third_party_bzip2,4,,https://gitee.com/openharmony/third_party_bzip2.git
openharmony/third_party_cares,4,,https://gitee.com/openharmony/third_party_cares.git
openharmony/third_party_css-what,4,,https://gitee.com/openharmony/third_party_css-what.git
openharmony/third_party_flatbuffers,4,,https://gitee.com/openharmony/third_party_flatbuffers.git
openharmony/third_party_grpc,4,,https://gitee.com/openharmony/third_party_grpc.git
openharmony/third_party_jinja2,4,,https://gitee.com/openharmony/third_party_jinja2.git
openharmony/third_party_json,4,,https://gitee.com/openharmony/third_party_json.git
openharmony/third_party_libevdev,4,,https://gitee.com/openharmony/third_party_libevdev.git
openharmony/third_party_libffi,4,,https://gitee.com/openharmony/third_party_libffi.git
openharmony/third_party_libinput,4,,https://gitee.com/openharmony/third_party_libinput.git
openharmony/third_party_libusb,4,,https://gitee.com/openharmony/third_party_libusb.git
openharmony/third_party_libxkbcommon,4,,https://gitee.com/openharmony/third_party_libxkbcommon.git
openharmony/third_party_lz4,4,,https://gitee.com/openharmony/third_party_lz4.git
openharmony/third_party_mtdev,4,,https://gitee.com/openharmony/third_party_mtdev.git
openharmony/third_party_protobuf,4,,https://gitee.com/openharmony/third_party_protobuf.git
openharmony/third_party_re2,4,,https://gitee.com/openharmony/third_party_re2.git
openharmony/third_party_xkeyboardconfig,4,,https://gitee.com/openharmony/third_party_xkeyboardconfig.git
openharmony/vendor_bearpi,4,,https://gitee.com/openharmony/vendor_bearpi.git
openharmony/vendor_hihope,4,,https://gitee.com/openharmony/vendor_hihope.git
openharmony/device_board_hisilicon,3,,https://gitee.com/openharmony/device_board_hisilicon.git
openharmony/device_board_isoftstone,3,,https://gitee.com/openharmony/device_board_isoftstone.git
openharmony/device_manager,3,,https://gitee.com/openharmony/device_manager.git
openharmony/drivers_framework,3,,https://gitee.com/openharmony/drivers_framework.git
openharmony/filemanagement_app_file_service,3,,https://gitee.com/openharmony/filemanagement_app_file_service.git
openharmony/frame_aware_sched,3,,https://gitee.com/openharmony/frame_aware_sched.git
openharmony/powermgr_battery_statistics,3,,https://gitee.com/openharmony/powermgr_battery_statistics.git
openharmony/resourceschedule_background_task_mgr,3,,https://gitee.com/openharmony/resourceschedule_background_task_mgr.git
openharmony/telephony_cellular_data,3,,https://gitee.com/openharmony/telephony_cellular_data.git
openharmony/third_party_cef,3,,https://gitee.com/openharmony/third_party_cef.git
openharmony/third_party_gstreamer,3,,https://gitee.com/openharmony/third_party_gstreamer.git
openharmony/third_party_libwebsockets,3,,https://gitee.com/openharmony/third_party_libwebsockets.git
openharmony/third_party_mimalloc,3,,https://gitee.com/openharmony/third_party_mimalloc.git
openharmony/vendor_bestechnic,3,,https://gitee.com/openharmony/vendor_bestechnic.git
openharmony/vendor_ohos,3,,https://gitee.com/openharmony/vendor_ohos.git
openharmony/ability_form_fwk,2,,https://gitee.com/openharmony/ability_form_fwk.git
openharmony/applications_mms,2,,https://gitee.com/openharmony/applications_mms.git
openharmony/applications_theme,2,,https://gitee.com/openharmony/applications_theme.git
openharmony/ark_js_runtime,2,,https://gitee.com/openharmony/ark_js_runtime.git
openharmony/developtools_hiperf,2,,https://gitee.com/openharmony/developtools_hiperf.git
openharmony/device_board_telink,2,,https://gitee.com/openharmony/device_board_telink.git
openharmony/device_soc_goodix,2,,https://gitee.com/openharmony/device_soc_goodix.git
openharmony/distributeddatamgr_pasteboard,2,,https://gitee.com/openharmony/distributeddatamgr_pasteboard.git
openharmony/hiviewdfx_hicollie,2,,https://gitee.com/openharmony/hiviewdfx_hicollie.git
openharmony/hiviewdfx_hidumper,2,,https://gitee.com/openharmony/hiviewdfx_hidumper.git
openharmony/powermgr_battery_lite,2,,https://gitee.com/openharmony/powermgr_battery_lite.git
openharmony/resourceschedule_work_scheduler,2,,https://gitee.com/openharmony/resourceschedule_work_scheduler.git
openharmony/security_crypto_framework,2,,https://gitee.com/openharmony/security_crypto_framework.git
openharmony/third_party_alsa-lib,2,,https://gitee.com/openharmony/third_party_alsa-lib.git
openharmony/third_party_alsa-utils,2,,https://gitee.com/openharmony/third_party_alsa-utils.git
openharmony/third_party_ejdb,2,,https://gitee.com/openharmony/third_party_ejdb.git
openharmony/third_party_exfat-utils,2,,https://gitee.com/openharmony/third_party_exfat-utils.git
openharmony/third_party_f2fs-tools,2,,https://gitee.com/openharmony/third_party_f2fs-tools.git
openharmony/third_party_ffmpeg,2,,https://gitee.com/openharmony/third_party_ffmpeg.git
openharmony/third_party_fsck_msdos,2,,https://gitee.com/openharmony/third_party_fsck_msdos.git
openharmony/third_party_gptfdisk,2,,https://gitee.com/openharmony/third_party_gptfdisk.git
openharmony/third_party_libsoup,2,,https://gitee.com/openharmony/third_party_libsoup.git
openharmony/third_party_mindspore,2,,https://gitee.com/openharmony/third_party_mindspore.git
openharmony/third_party_newfs_msdos,2,,https://gitee.com/openharmony/third_party_newfs_msdos.git
openharmony/third_party_ntfs-3g,2,,https://gitee.com/openharmony/third_party_ntfs-3g.git
openharmony/third_party_pulseaudio,2,,https://gitee.com/openharmony/third_party_pulseaudio.git
openharmony/usb_usb_manager,2,,https://gitee.com/openharmony/usb_usb_manager.git
openharmony/useriam_auth_executor_mgr,2,,https://gitee.com/openharmony/useriam_auth_executor_mgr.git
openharmony/useriam_face_auth,2,,https://gitee.com/openharmony/useriam_face_auth.git
openharmony/useriam_user_auth_framework,2,,https://gitee.com/openharmony/useriam_user_auth_framework.git
openharmony/utils_memory,2,,https://gitee.com/openharmony/utils_memory.git
openharmony/vendor_isoftstone,2,,https://gitee.com/openharmony/vendor_isoftstone.git
openharmony/vendor_telink,2,,https://gitee.com/openharmony/vendor_telink.git
openharmony/vendor_unionman,2,,https://gitee.com/openharmony/vendor_unionman.git
openharmony/xts_hats,2,,https://gitee.com/openharmony/xts_hats.git
openharmony/aafwk_standard,1,,https://gitee.com/openharmony/aafwk_standard.git
openharmony/ability_ability_base,1,,https://gitee.com/openharmony/ability_ability_base.git
openharmony/ability_idl_tool,1,,https://gitee.com/openharmony/ability_idl_tool.git
openharmony/accessibility,1,,https://gitee.com/openharmony/accessibility.git
openharmony/ace_ace_engine,1,,https://gitee.com/openharmony/ace_ace_engine.git
openharmony/ace_napi,1,,https://gitee.com/openharmony/ace_napi.git
openharmony/applications_contactsdata,1,,https://gitee.com/openharmony/applications_contactsdata.git
openharmony/applications_filepicker,1,,https://gitee.com/openharmony/applications_filepicker.git
openharmony/applications_screenshot,1,,https://gitee.com/openharmony/applications_screenshot.git
openharmony/arkcompiler_toolchain,1,,https://gitee.com/openharmony/arkcompiler_toolchain.git
openharmony/communication_netmanager_ext,1,,https://gitee.com/openharmony/communication_netmanager_ext.git
openharmony/customization_config_policy,1,,https://gitee.com/openharmony/customization_config_policy.git
openharmony/device_bearpi_bearpi_hm_nano,1,,https://gitee.com/openharmony/device_bearpi_bearpi_hm_nano.git
openharmony/device_board_osware,1,,https://gitee.com/openharmony/device_board_osware.git
openharmony/device_soc_chipsea,1,,https://gitee.com/openharmony/device_soc_chipsea.git
openharmony/distributed_screen,1,,https://gitee.com/openharmony/distributed_screen.git
openharmony/distributedschedule_safwk,1,,https://gitee.com/openharmony/distributedschedule_safwk.git
openharmony/distributedschedule_samgr,1,,https://gitee.com/openharmony/distributedschedule_samgr.git
openharmony/global_timezone,1,,https://gitee.com/openharmony/global_timezone.git
openharmony/hiviewdfx_blackbox,1,,https://gitee.com/openharmony/hiviewdfx_blackbox.git
openharmony/hiviewdfx_hichecker,1,,https://gitee.com/openharmony/hiviewdfx_hichecker.git
openharmony/multimedia_media_standard,1,,https://gitee.com/openharmony/multimedia_media_standard.git
openharmony/notification_eventhandler,1,,https://gitee.com/openharmony/notification_eventhandler.git
openharmony/repohooks,1,,https://gitee.com/openharmony/repohooks.git
openharmony/request_request,1,,https://gitee.com/openharmony/request_request.git
openharmony/resources,1,,https://gitee.com/openharmony/resources.git
openharmony/security_deviceauth,1,,https://gitee.com/openharmony/security_deviceauth.git
openharmony/sensors_miscdevice,1,,https://gitee.com/openharmony/sensors_miscdevice.git
openharmony/telephony_data_storage,1,,https://gitee.com/openharmony/telephony_data_storage.git
openharmony/theme_wallpaper_mgr,1,,https://gitee.com/openharmony/theme_wallpaper_mgr.git
openharmony/third_party_gettext,1,,https://gitee.com/openharmony/third_party_gettext.git
openharmony/third_party_iptables,1,,https://gitee.com/openharmony/third_party_iptables.git
openharmony/third_party_libpsl,1,,https://gitee.com/openharmony/third_party_libpsl.git
openharmony/third_party_minimp3,1,,https://gitee.com/openharmony/third_party_minimp3.git
openharmony/third_party_minimp4,1,,https://gitee.com/openharmony/third_party_minimp4.git
openharmony/third_party_miniz,1,,https://gitee.com/openharmony/third_party_miniz.git
openharmony/third_party_nghttp2,1,,https://gitee.com/openharmony/third_party_nghttp2.git
openharmony/third_party_openh264,1,,https://gitee.com/openharmony/third_party_openh264.git
openharmony/third_party_skia,1,,https://gitee.com/openharmony/third_party_skia.git
openharmony/third_party_typescript,1,,https://gitee.com/openharmony/third_party_typescript.git
openharmony/vendor_lockzhiner,1,,https://gitee.com/openharmony/vendor_lockzhiner.git
openharmony/vendor_openvalley,1,,https://gitee.com/openharmony/vendor_openvalley.git
openharmony/vendor_seed,1,,https://gitee.com/openharmony/vendor_seed.git
openharmony/vendor_talkweb,1,,https://gitee.com/openharmony/vendor_talkweb.git
openharmony/aafwk_aafwk_lite,0,,https://gitee.com/openharmony/aafwk_aafwk_lite.git
openharmony/ace_engine_lite,0,,https://gitee.com/openharmony/ace_engine_lite.git
openharmony/appexecfwk_appexecfwk_lite,0,,https://gitee.com/openharmony/appexecfwk_appexecfwk_lite.git
openharmony/appexecfwk_standard,0,,https://gitee.com/openharmony/appexecfwk_standard.git
openharmony/applications_admin_provisioning,0,,https://gitee.com/openharmony/applications_admin_provisioning.git
openharmony/applications_permission_manager,0,,https://gitee.com/openharmony/applications_permission_manager.git
openharmony/applications_screenlock,0,,https://gitee.com/openharmony/applications_screenlock.git
openharmony/applications_settings_data,0,,https://gitee.com/openharmony/applications_settings_data.git
openharmony/ark_runtime_core,0,,https://gitee.com/openharmony/ark_runtime_core.git
openharmony/ark_ts2abc,0,,https://gitee.com/openharmony/ark_ts2abc.git
openharmony/communication_connected_nfc_tag,0,,https://gitee.com/openharmony/communication_connected_nfc_tag.git
openharmony/communication_netmanager_standard,0,,https://gitee.com/openharmony/communication_netmanager_standard.git
openharmony/customization_enterprise_device_management,0,,https://gitee.com/openharmony/customization_enterprise_device_management.git
openharmony/developtools_ace-ets2bundle,0,,https://gitee.com/openharmony/developtools_ace-ets2bundle.git
openharmony/developtools_ace-js2bundle,0,,https://gitee.com/openharmony/developtools_ace-js2bundle.git
openharmony/developtools_bytrace_standard,0,,https://gitee.com/openharmony/developtools_bytrace_standard.git
openharmony/developtools_global_resource_tool,0,,https://gitee.com/openharmony/developtools_global_resource_tool.git
openharmony/developtools_syscap_codec,0,,https://gitee.com/openharmony/developtools_syscap_codec.git
openharmony/device_board_chipsea,0,,https://gitee.com/openharmony/device_board_chipsea.git
openharmony/device_board_goodix,0,,https://gitee.com/openharmony/device_board_goodix.git
openharmony/device_board_kaihong,0,,https://gitee.com/openharmony/device_board_kaihong.git
openharmony/device_board_lango,0,,https://gitee.com/openharmony/device_board_lango.git
openharmony/device_board_lockzhiner,0,,https://gitee.com/openharmony/device_board_lockzhiner.git
openharmony/device_hisilicon_third_party_uboot,0,,https://gitee.com/openharmony/device_hisilicon_third_party_uboot.git
openharmony/device_profile_core,0,,https://gitee.com/openharmony/device_profile_core.git
openharmony/device_soc_allwinner,0,,https://gitee.com/openharmony/device_soc_allwinner.git
openharmony/device_soc_amlogic,0,,https://gitee.com/openharmony/device_soc_amlogic.git
openharmony/device_soc_asrmicro,0,,https://gitee.com/openharmony/device_soc_asrmicro.git
openharmony/device_soc_nxp,0,,https://gitee.com/openharmony/device_soc_nxp.git
openharmony/distributed_camera,0,,https://gitee.com/openharmony/distributed_camera.git
openharmony/distributed_hardware_fwk,0,,https://gitee.com/openharmony/distributed_hardware_fwk.git
openharmony/distributeddatamgr_data_share,0,,https://gitee.com/openharmony/distributeddatamgr_data_share.git
openharmony/distributeddatamgr_datamgr,0,,https://gitee.com/openharmony/distributeddatamgr_datamgr.git
openharmony/distributeddatamgr_kv_store,0,,https://gitee.com/openharmony/distributeddatamgr_kv_store.git
openharmony/distributeddatamgr_objectstore,0,,https://gitee.com/openharmony/distributeddatamgr_objectstore.git
openharmony/distributeddatamgr_preferences,0,,https://gitee.com/openharmony/distributeddatamgr_preferences.git
openharmony/distributeddatamgr_relational_store,0,,https://gitee.com/openharmony/distributeddatamgr_relational_store.git
openharmony/distributedschedule_dms_fwk,0,,https://gitee.com/openharmony/distributedschedule_dms_fwk.git
openharmony/distributedschedule_dms_fwk_lite,0,,https://gitee.com/openharmony/distributedschedule_dms_fwk_lite.git
openharmony/distributedschedule_safwk_lite,0,,https://gitee.com/openharmony/distributedschedule_safwk_lite.git
openharmony/distributedschedule_samgr_lite,0,,https://gitee.com/openharmony/distributedschedule_samgr_lite.git
openharmony/global_i18n_standard,0,,https://gitee.com/openharmony/global_i18n_standard.git
openharmony/global_resmgr_lite,0,,https://gitee.com/openharmony/global_resmgr_lite.git
openharmony/global_resmgr_standard,0,,https://gitee.com/openharmony/global_resmgr_standard.git
openharmony/global_resource_tool,0,,https://gitee.com/openharmony/global_resource_tool.git
openharmony/graphic_standard,0,,https://gitee.com/openharmony/graphic_standard.git
openharmony/hiviewdfx_hidumper_lite,0,,https://gitee.com/openharmony/hiviewdfx_hidumper_lite.git
openharmony/js_api_module,0,,https://gitee.com/openharmony/js_api_module.git
openharmony/miscservices_inputmethod,0,,https://gitee.com/openharmony/miscservices_inputmethod.git
openharmony/miscservices_pasteboard,0,,https://gitee.com/openharmony/miscservices_pasteboard.git
openharmony/miscservices_request,0,,https://gitee.com/openharmony/miscservices_request.git
openharmony/miscservices_screenlock,0,,https://gitee.com/openharmony/miscservices_screenlock.git
openharmony/miscservices_time,0,,https://gitee.com/openharmony/miscservices_time.git
openharmony/miscservices_wallpaper,0,,https://gitee.com/openharmony/miscservices_wallpaper.git
openharmony/msdp_device_status,0,,https://gitee.com/openharmony/msdp_device_status.git
openharmony/multimedia_audio_standard,0,,https://gitee.com/openharmony/multimedia_audio_standard.git
openharmony/multimedia_camera_standard,0,,https://gitee.com/openharmony/multimedia_camera_standard.git
openharmony/multimedia_image_standard2,0,,https://gitee.com/openharmony/multimedia_image_standard2.git
openharmony/notification_ans_standard,0,,https://gitee.com/openharmony/notification_ans_standard.git
openharmony/notification_ces_standard,0,,https://gitee.com/openharmony/notification_ces_standard.git
openharmony/powermgr_thermal_manager,0,,https://gitee.com/openharmony/powermgr_thermal_manager.git
openharmony/resourceschedule_device_usage_statistics,0,,https://gitee.com/openharmony/resourceschedule_device_usage_statistics.git
openharmony/security_device_security_level,0,,https://gitee.com/openharmony/security_device_security_level.git
openharmony/security_permission,0,,https://gitee.com/openharmony/security_permission.git
openharmony/sensors_medical_sensor,0,,https://gitee.com/openharmony/sensors_medical_sensor.git
openharmony/sensors_start,0,,https://gitee.com/openharmony/sensors_start.git
openharmony/theme_screenlock_mgr,0,,https://gitee.com/openharmony/theme_screenlock_mgr.git
openharmony/third_party_benchmark,0,,https://gitee.com/openharmony/third_party_benchmark.git
openharmony/third_party_egl,0,,https://gitee.com/openharmony/third_party_egl.git
openharmony/third_party_elfio,0,,https://gitee.com/openharmony/third_party_elfio.git
openharmony/third_party_exfatprogs,0,,https://gitee.com/openharmony/third_party_exfatprogs.git
openharmony/third_party_glfw,0,,https://gitee.com/openharmony/third_party_glfw.git
openharmony/third_party_iowow,0,,https://gitee.com/openharmony/third_party_iowow.git
openharmony/third_party_libexif,0,,https://gitee.com/openharmony/third_party_libexif.git
openharmony/third_party_libjpeg-turbo,0,,https://gitee.com/openharmony/third_party_libjpeg-turbo.git
openharmony/third_party_libnl,0,,https://gitee.com/openharmony/third_party_libnl.git
openharmony/third_party_libsnd,0,,https://gitee.com/openharmony/third_party_libsnd.git
openharmony/third_party_lldb-mi,0,,https://gitee.com/openharmony/third_party_lldb-mi.git
openharmony/third_party_musl2,0,,https://gitee.com/openharmony/third_party_musl2.git
openharmony/third_party_opencl-headers,0,,https://gitee.com/openharmony/third_party_opencl-headers.git
openharmony/third_party_opengles,0,,https://gitee.com/openharmony/third_party_opengles.git
openharmony/third_party_openmax,0,,https://gitee.com/openharmony/third_party_openmax.git
openharmony/third_party_opensles,0,,https://gitee.com/openharmony/third_party_opensles.git
openharmony/third_party_parse5,0,,https://gitee.com/openharmony/third_party_parse5.git
openharmony/third_party_pcre2,0,,https://gitee.com/openharmony/third_party_pcre2.git
openharmony/third_party_pyyaml,0,,https://gitee.com/openharmony/third_party_pyyaml.git
openharmony/third_party_selinux,0,,https://gitee.com/openharmony/third_party_selinux.git
openharmony/third_party_tinyalsa,0,,https://gitee.com/openharmony/third_party_tinyalsa.git
openharmony/third_party_typescript_eslint,0,,https://gitee.com/openharmony/third_party_typescript_eslint.git
openharmony/third_party_tzdata,0,,https://gitee.com/openharmony/third_party_tzdata.git
openharmony/third_party_vulkan-headers,0,,https://gitee.com/openharmony/third_party_vulkan-headers.git
openharmony/update_app,0,,https://gitee.com/openharmony/update_app.git
openharmony/update_sys_installer,0,,https://gitee.com/openharmony/update_sys_installer.git
openharmony/usb_manager,0,,https://gitee.com/openharmony/usb_manager.git
openharmony/useriam_faceauth,0,,https://gitee.com/openharmony/useriam_faceauth.git
openharmony/useriam_user_auth,0,,https://gitee.com/openharmony/useriam_user_auth.git
openharmony/useriam_user_idm,0,,https://gitee.com/openharmony/useriam_user_idm.git
openharmony/utils_native,0,,https://gitee.com/openharmony/utils_native.git
openharmony/utils_native_lite,0,,https://gitee.com/openharmony/utils_native_lite.git
openharmony/vendor_asrmicro,0,,https://gitee.com/openharmony/vendor_asrmicro.git
openharmony/vendor_chipsea,0,,https://gitee.com/openharmony/vendor_chipsea.git
openharmony/vendor_goodix,0,,https://gitee.com/openharmony/vendor_goodix.git
openharmony/vendor_kaihong,0,,https://gitee.com/openharmony/vendor_kaihong.git
openharmony/vendor_osware,0,,https://gitee.com/openharmony/vendor_osware.git
openharmony/windowmanager,0,,https://gitee.com/openharmony/windowmanager.git
openharmony/xts_dcts,0,,https://gitee.com/openharmony/xts_dcts.git
